4.123399999999999843e-01,5.011000000000000000e+03,7.415199999999999569e-01,7.627099999999999991e-01,2.540999999999999856e-02,7.471499999999999808e-01,5.423700000000000188e-01,6.209299999999999820e-01,8.026799999999999491e-01
4.112399999999999944e-01,5.713000000000000000e+03,7.703400000000000247e-01,8.033900000000000485e-01,3.164999999999999758e-02,7.782599999999999518e-01,5.974599999999999911e-01,6.684900000000000286e-01,7.973799999999999777e-01
3.453200000000000158e-01,3.603000000000000000e+03,6.350000000000000089e-01,6.680000000000000382e-01,1.925999999999999934e-02,6.362400000000000277e-01,6.360000000000000098e-01,6.350099999999999634e-01,6.452700000000000102e-01
3.420400000000000107e-01,4.305000000000000000e+03,6.009999999999999787e-01,6.919999999999999485e-01,8.130999999999999339e-02,6.313499999999999668e-01,5.440000000000000391e-01,5.779699999999999838e-01,6.289799999999999836e-01
4.915999999999999814e-01,3.641000000000000000e+03,3.686699999999999977e-01,4.159999999999999809e-01,2.741000000000000034e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.200500000000000012e-01,5.777999999999999803e-01
4.823000000000000065e-01,4.343000000000000000e+03,3.546599999999999753e-01,4.159999999999999809e-01,4.340999999999999720e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.079799999999999760e-01,5.274199999999999999e-01
2.965400000000000258e-01,4.179000000000000000e+03,7.324899999999999745e-01,7.363800000000000345e-01,3.569999999999999823e-03,7.285099999999999909e-01,7.287599999999999634e-01,7.283399999999999874e-01,8.018100000000000227e-01
2.871400000000000063e-01,4.881000000000000000e+03,7.436800000000000077e-01,7.509700000000000264e-01,4.890000000000000249e-03,7.360900000000000221e-01,7.495000000000000551e-01,7.420999999999999819e-01,8.043000000000000149e-01
2.311999999999999889e-01,6.627000000000000000e+03,5.749999999999999556e-01,6.500000000000000222e-01,5.589999999999999830e-02,4.581999999999999962e-01,4.000000000000000222e-01,4.232099999999999751e-01,6.075000000000000400e-01
1.581000000000000114e-02,7.329000000000000000e+03,5.625000000000000000e-01,5.999999999999999778e-01,4.145999999999999686e-02,4.592800000000000216e-01,3.750000000000000000e-01,4.067500000000000004e-01,5.574999999999999956e-01
4.011399999999999966e-01,6.627000000000000000e+03,5.795400000000000551e-01,6.363600000000000367e-01,7.451000000000000678e-02,3.298599999999999866e-01,5.000000000000000000e-01,3.926499999999999990e-01,5.602700000000000458e-01
1.655999999999999833e-02,7.329000000000000000e+03,6.136399999999999633e-01,6.363600000000000367e-01,2.272000000000000061e-02,3.475300000000000056e-01,4.687500000000000000e-01,3.928599999999999870e-01,5.714299999999999935e-01
8.458000000000000240e-02,3.635000000000000000e+03,7.204300000000000148e-01,7.490999999999999881e-01,2.534000000000000141e-02,6.971100000000000074e-01,5.427899999999999947e-01,6.008099999999999552e-01,7.660000000000000142e-01
8.311000000000000332e-02,4.337000000000000000e+03,7.383499999999999508e-01,7.526899999999999702e-01,9.140000000000000555e-03,6.824000000000000066e-01,6.418899999999999606e-01,6.608000000000000540e-01,7.818199999999999594e-01
3.338800000000000101e-01,3.715000000000000000e+03,4.966599999999999904e-01,5.066699999999999537e-01,5.780000000000000415e-03,1.266700000000000048e-01,2.500000000000000000e-01,1.681400000000000117e-01,4.918199999999999794e-01
1.760200000000000098e-01,4.417000000000000000e+03,4.933299999999999907e-01,4.933299999999999907e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.937799999999999967e-01
1.465299999999999936e-01,3.587000000000000000e+03,5.400000000000000355e-01,5.999999999999999778e-01,4.852999999999999675e-02,5.285699999999999843e-01,4.407900000000000151e-01,4.626399999999999957e-01,5.773399999999999643e-01
1.484199999999999964e-01,4.235000000000000000e+03,5.466699999999999893e-01,6.133300000000000418e-01,4.522000000000000325e-02,4.277299999999999991e-01,4.342099999999999849e-01,4.256400000000000183e-01,5.931800000000000406e-01
